Date,258_0_RV,259_0_RV,260_0_RV,260_1038_RV,260_1039_RV,260_1040_RV,261_0_RV,265_0_RV,266_0_RV,269_0_RV,270_0_RV,273_0_RV,273_278_RV,273_279_RV,273_280_RV,273_281_RV,50_0_RV,50_224_RV,50_225_RV,50_226_RV,50_227_RV,50_228_RV,854_0_RV
3/5/18,8412,9515.16,10492,10004,488,0,761.18,72006.09,96337.6,36169.64,2816,304,0,0,0,304,130170.02,92957.7,17599.11,8820.54,0,10792.67,714.4
3/6/18,11760,18465.198,47925.6,39600,8125.6,200,1405.88,80617.6,0,82526.79,2944,259.2,0,0,0,259.2,204196.1,147562.18,6700.9,42852.67,0,7080.36,0
3/7/18,12212,34193.21,36417.6,26908,9309.6,200,1772.9,126247.038,0,56357.15,3440,800,0,0,0,800,220902.02,141202.9,6632.14,63039.28,0,10027.68,694.4
3/8/18,14107,61182.477,77607.2,66276,4931.2,6400,2310.54,120354.639,366465.21,158617.5,2304,76,0,0,0,76,234300.25,27746.07,489.29,197318.75,0,8746.14,654
3/9/18,13680,48824.328,60968.8,47180,2368.8,11420,1310.26,108937.359,87485.39,150232.15,4544,0,0,0,0,0,171122.01,10513.39,16355.93,125290.18,0,18962.5,252
3/10/18,15552,65700.658,29568,27820,1748,0,1118.33,129978.799,185886.4,55357.14,2432,7435.71,0,0,0,1445.71,163216.65,5704.64,18164.86,125177.68,782.14,12197.32,123.2
3/11/18,4080,0,28096,25196,1328,1572,4611.23,60534.56,0,39910.72,448,705.36,0,0,0,705.36,49381.12,32831.13,5627.67,3232.14,782.14,6908.04,548
3/12/18,10836,18056.64,8756.8,8200,556.8,0,1084.7,67389.93,106639.6,84973.22,1152,76,0,0,0,76,173358.77,142376.44,2125,8982.14,4607.14,15268.04,0
3/13/18,14060,20860.079,26520.8,21896,2524.8,2100,1546.68,86749.189,12661.28,109021.43,4320,0,0,0,0,0,258934.46,227621.07,1620.54,15267.86,5964.29,7723.03,764
3/14/18,13872,26173.6,111919.52,61177.92,36701.6,13948,2559.65,101638.409,129531.199,157598.21,3048,0,0,0,0,0,275218.75,207507.14,8619.64,49546.43,0,9545.54,1150
3/15/18,14491,30259.97,55146.4,43952,8434.4,2760,1872.21,105719.679,175132,142821.43,2640,1708,0,0,0,708,239781.59,108998.02,4265.18,100891.07,9843.75,14783.57,1086.4
3/16/18,15132,45915.868,48611.2,44036,3995.2,580,2333.84,114820.41,35904,147116.08,4624,0,0,0,0,0,178046.95,57988.57,41211.96,68510.71,0,10183.04,1458.4
3/17/18,19990,62251.776,14276,13612,664,0,2040.37,148444.298,0,47750,6192,0,0,0,0,0,235388.22,79884.38,112519.01,29854.46,0,13130.35,2143.2
3/18/18,6267,0,0,0,0,0,3664.97,69648.378,0,0,448,317.6,0,0,0,317.6,42630.49,18725.36,16899.78,1348.21,0,5657.14,0
3/19/18,13376,8270.8,11089.6,10168,921.6,0,107.2,62100.398,29817.599,43160.72,2496,380,0,0,0,380,210959.26,98812.09,29527.72,71645.54,0,10973.93,411.6
3/20/18,13284,32918.71,63967.2,49800,6651.2,7232,2357.01,98526.599,129454.4,166250,5296,701,0,0,0,701,276509.22,99934.86,5500,159934.83,0,11139.54,1704
3/21/18,14348,26050.47,50168,36956,8152,5060,4328.14,106854.299,213501.6,141207.14,5824,636,0,0,0,636,266841.78,180507.13,7259.82,58834.83,5258.93,14981.07,796
3/22/18,8190.4,14101.84,24131.2,18528,5603.2,0,3685.36,102655.13,89199.999,33571.42,960,0,0,0,0,0,86342.34,64119.84,1550,4213.39,705.36,15753.75,1668
3/23/18,8780,23489.497,0,0,0,0,773.53,84898.799,662.4,4017.86,2240,120,0,0,0,120,75574.44,20794.25,39201.61,0,7647.32,7931.25,0
3/24/18,8636,36536.169,0,0,0,0,299.55,90751.2,0,0,3584,0,0,0,0,0,79906.38,34343.29,30225.58,0,7647.32,7690.18,0
3/25/18,4348,0,0,0,0,0,2554.3,49267.79,0,0,960,0,0,0,0,0,36661.11,22578.15,8446.34,0,0,5636.61,0
3/26/18,4336,0,16132,16132,0,0,549.98,55260.24,0,4000,704,2236,0,0,0,2236,30194.47,19493.25,15238.72,0,0,0,0
3/27/18,4280,0,0,0,0,0,283.2,55527.749,0,0,2032,0,0,0,0,0,37964.8,18993.71,11396.1,0,0,7575,0
3/28/18,2924,0,0,0,0,0,308.35,53291.99,0,0,624,705.36,0,0,0,705.36,24683.21,13677.84,4681.25,1473.21,0,4850.9,0
3/29/18,4488,0,0,0,0,0,1461.53,30631.198,0,0,320,0,0,0,0,0,38489.86,18889.87,6223.21,4628.57,0,8748.22,152
3/30/18,4760,0,0,0,0,0,1562.78,53208.407,0,0,0,562.5,0,0,0,562.5,41666.34,21695.13,10329.24,4362.5,0,5279.47,0
3/31/18,5180,0,0,0,0,0,1087.97,54286.867,58026.38,0,0,0,0,0,0,0,42047.55,21193.31,9547.99,4495.54,0,6810.72,228
4/1/18,2558,0,0,0,0,0,940,26744.398,0,0,0,0,0,0,0,0,18638.5,9593.86,920.54,3273.21,0,4850.9,472
4/2/18,2584,0,0,0,0,0,248,33920.799,0,0,640,0,0,0,0,0,29068.58,19279.29,5246.43,0,0,4542.86,0
4/3/18,8524,0,0,0,0,0,737.04,40464.01,0,0,2240,0,0,0,0,0,118091.16,82740.27,28133.03,1348.21,0,5869.64,1776
4/4/18,11116,22755.119,7462.4,6396,1066.4,0,886.68,68820.798,0,27642.85,3200,408,0,0,0,408,145741.53,108049.56,25760.71,6575.89,0,5355.36,804
4/5/18,14541.6,20317.759,32340,22760,9580,0,3205.95,82928.39,83464.8,58150,2432,0,0,0,0,0,159098.75,67430.89,13835.71,72924.11,0,4883.04,0
4/6/18,11228,23843.03,23854.4,14188,9666.4,0,1432.21,89133.987,0,56732.15,4480,0,0,0,0,0,97807.13,45532.82,26533.86,0,14245.54,11494.91,988
4/7/18,12395,86008.24,0,0,0,0,1358.54,120106.559,0,0,5632,435,0,0,0,240,112527.09,61060.66,27654.91,0,14245.54,9370.99,524
4/8/18,9404,0,0,0,0,0,2336.35,58999.99,16500,0,1856,0,0,0,0,0,110866.17,41655.45,6855.36,45714.29,12022.32,4618.75,0
4/9/18,12852,16937.04,43977.6,37252,1740.8,4984.8,1555.1,65627.2,71687.2,93758.93,2680,280.8,0,0,0,280.8,245589.94,90121.87,9306.25,132809.82,0,13352,76
4/10/18,13250,40499.678,44728,41036,3480.8,211.2,2347.37,92059.358,9561.6,141142.85,1976,0,0,0,0,0,244432.75,189178.39,3821.42,35812.5,0,15620.42,492
4/11/18,14312,17889.269,76636.8,58868,19288.8,0,2142.19,93610.198,0,98794.64,3392,0,0,0,0,0,252255,167190.72,2841.96,73285.71,0,8936.61,368
4/12/18,7900,21671.239,16436.8,14700,1736.8,0,1815.86,90977.359,8887.2,61825,2368,824,0,0,0,824,137163.89,115473.7,0,15910.71,0,5779.47,236
4/13/18,15557,32893.759,183912.8,138404,39628.8,5880,2058.61,85155.44,37255.2,147178.57,5120,312,0,0,0,0,239547.42,55157.68,6224.11,164468.75,0,12896.88,922.4
4/14/18,15514,35036.07,60132,51824,8308,0,3738.89,129472.569,131117.599,64017.86,4928,307.2,0,0,0,307.2,154787.99,79606.29,12899.11,45116.07,0,17166.52,549.6
4/15/18,4186,0,0,0,0,0,2720.24,40674.878,0,0,192,0,0,0,0,0,40408.16,21687.63,4699.11,8625,0,5396.43,0
4/16/18,8880,9253.027,15052,14472,580,0,486.78,61172.33,80006.4,111830.36,1600,368,0,0,0,368,155109.91,79877.77,15903.57,52848.21,0,6480.36,0
4/17/18,11715,21930.899,60968,45044,6347.2,9500,1782.68,74828.398,26971.2,141171.43,2576,0,0,0,0,0,217937.05,181090.53,9932.15,13821.43,0,13092.95,838
4/18/18,13748,6074.079,93161.6,76824,11137.6,5200,2974.05,82357.188,27447.2,220364.29,4064,1004,0,0,0,304,267458.44,207624.5,11678.57,38450.89,0,9004.47,0
4/19/18,16810,86881.28,77760,57932,11568,8260,4222.85,95633.198,193282.4,166632.14,3912,0,0,0,0,0,247262.19,153110.05,10072.32,75750,0,8329.83,522.4
4/20/18,16466,20341.59,73706.4,54472,12394.4,6840,2940.31,103824.398,0,136928.57,3208,1023.25,0,0,0,433.25,188557.77,70448.12,27924.1,77583.93,0,12011.61,236
4/21/18,15296,38060.539,0,0,0,0,2252.66,109736.799,114815.2,0,2800,1000,0,0,0,0,223386.65,114443.8,23949.11,72549.11,0,11444.65,0
4/22/18,7285.2,0,1140,1140,0,0,1079.03,42368.39,0,9821.43,960,149.6,0,0,0,149.6,115526.42,62219.27,12572.32,36620.53,0,4114.29,0
4/23/18,13372,22739.519,41446.4,32092,9294.4,0,503.2,72965.609,0,61910.72,2496,452,0,0,0,452,244290.76,109603.8,19441.07,107120.54,0,8125.36,0
4/24/18,12688,20814.877,67102.4,54932,12170.4,0,1767.86,84094.988,31788.8,171689.28,2800,456,0,0,0,456,263017.41,73522.95,4923.21,172496.43,0,12074.83,176
4/25/18,14236,20095.279,47083.2,38588.8,8494.4,0,1742.61,82905.79,81654.8,161812.5,4368,386.4,0,0,0,386.4,284940.66,172645.29,10095.53,89487.32,0,12712.5,444
4/26/18,17525.8,49122.479,63218.4,47596,7762.4,7860,3251.05,108624.799,216292.799,109516.07,4160,8576,0,0,0,8576,200739.87,112326.66,4036.61,9815.18,61333.93,13227.5,0
4/27/18,12432,12767.19,30311.2,28992,1319.2,0,2491.03,94051.189,63578.88,78303.57,7024,0,0,0,0,0,118768.85,64448.93,14711,25080.36,0,14528.57,0
4/28/18,13532,33153.519,0,0,0,0,2560.24,116967.2,18156,0,5960,0,0,0,0,0,133621.2,75716.56,34263.57,4977.68,0,18663.39,0
4/29/18,9520,0,0,0,0,0,2478.19,27341.609,0,0,2640,2520,0,0,0,2520,72989.4,25224.96,7203.73,0,31843.75,8716.97,0
4/30/18,7515,7403.6,301.6,0,301.6,0,245.57,48788.069,7887.44,22514.29,960,2273.36,0,0,0,2273.36,62504.52,42794.44,11872.59,0,0,7837.5,0
5/1/18,7796,5561.829,0,0,0,0,345.98,70309.599,0,0,640,0,0,0,0,0,89875.56,51997.55,17486.95,2696.43,10017.86,7676.79,0
5/2/18,15613.8,8872.808,27903.2,24928,2845.6,0,1319.06,78798.399,9160,37910.72,4096,760,0,0,0,760,301952.42,197316.71,17945.54,75424.11,0,11266.08,0
5/3/18,16222.6,36649.52,3461.6,3088,205.6,0,2560.59,79676.008,8599.2,2280.35,5056,152,0,0,0,152,286916.59,210617.48,8095.53,64446.43,0,3757.15,888
5/4/18,16852,21805.61,1384,1384,0,0,2616.97,74059.039,19772,0,4320,0,0,0,0,0,262189.33,142557.41,55891.38,45937.5,10185.71,7617.33,344
5/5/18,17680,26920.076,0,0,0,0,2415.9,76053.199,16137.6,0,2816,2816.96,0,0,0,2816.96,280313.56,131633.34,101902.54,30361.61,10185.71,6230.36,260
5/6/18,4188,0,0,0,0,0,1742.99,34438.64,0,0,0,592.9,0,0,0,592.9,66323.93,52564.01,9645.64,0,0,4114.29,76
5/7/18,9996,20269.68,13109.6,11776,1333.6,0,512.77,44762.009,0,35146.43,1792,632,0,0,0,632,176309.2,132740.4,22916.29,0,10823.21,9829.29,0
5/8/18,9695.2,25738.55,17476,14740,2736,0,1879.86,61411.997,59216.799,33707.15,4544,4798.4,0,0,0,4798.4,144346.88,105595.76,31069.86,0,0,7392.77,468
5/9/18,4468,0,27494.4,18072,6942.4,2480,1144.21,42098,0,64403.57,384,380,0,0,0,380,37678.33,10557.36,13444.18,0,0,13676.79,0
5/10/18,6196,0,0,0,0,0,0,21151.209,0,0,880,0,0,0,0,0,53736.46,21611.03,25118.29,0,0,7007.15,0
5/11/18,13772,13284.16,0,0,0,0,170.4,52154.81,0,0,4736,1781.57,0,0,0,1781.57,132432.33,32491.7,53318.48,15906.25,18468.75,12247.14,852
5/12/18,15508,9755.37,0,0,0,0,939.48,65381.84,103281.6,0,4160,0,0,0,0,0,135202.47,37018.43,65355.47,3866.07,19388.39,9574.11,0
5/13/18,13440,0,0,0,0,0,763.13,35381.188,13789.12,0,512,6496,0,0,0,6496,98577.83,18122.5,11323.2,0,63544.64,5587.5,0
5/14/18,9192,2608.799,6874.4,5808,1066.4,0,349.91,29232.8,0,15178.56,2240,9442.4,0,0,0,1442.4,143420.68,71805.08,53927.73,9160.71,0,8527.15,0
5/15/18,10616.8,6438.08,12396,9932,2464,0,1398.77,44411.928,0,28580.35,3008,1296,0,0,0,1296,156399.03,53223.26,58065.95,36642.86,0,8466.97,0
5/16/18,15819,18850.96,11297.6,9136,2161.6,0,1083.44,29380.81,0,22312.5,4040,28.8,0,0,0,28.8,156439.64,53060.54,55205,0,38475,9699.11,208
5/17/18,14820,152853.13,22791.2,22791.2,0,0,1514.68,197237.6,238298.8,0,1864,67.2,0,0,0,67.2,129051.58,28945.5,39209.66,0,51550,9346.43,32
5/18/18,15616,4119.839,0,0,0,0,1585.57,26610.629,13640,0,1992,1281.36,0,0,0,1281.36,126509.29,20997.72,26295.51,0,68802.68,10413.4,0
5/19/18,14140,16733.038,0,0,0,0,867.97,21699.21,0,0,1680,1940,0,0,0,40,111485.91,18743.93,28947.34,0,48972.32,12922.33,0
5/20/18,8544,0,0,0,0,0,918.78,25076.787,0,0,0,1084,0,0,0,1084,39537.44,0,14742.22,0,41070.54,7377.68,0
5/21/18,5236,0,0,0,0,0,613.18,11304.809,0,0,0,239.2,0,0,0,239.2,82255.8,60029.02,15585.71,2526.79,0,4114.29,0
5/22/18,11980.6,7053.99,1097.6,0,1097.6,0,1277.81,32724.72,0,0,2752,6104,0,0,0,6104,236259.91,189889.91,9519.11,22267.86,9732.14,4850.9,0
5/23/18,14659,5496.239,61498.4,49500,9898.4,2100,777.82,39339.519,9406.4,113571.42,1408,1607.2,0,0,0,1607.2,311233.76,167685.05,8438.89,117919.64,11098.21,6091.97,1212
5/24/18,17752.4,19173.9,31495.2,25464,3715.2,2260,1892.59,50611.769,37833.6,81200.89,1280,7951.76,0,0,0,7951.76,258241.79,161337.14,5068.75,21196.43,59591.07,11048.4,0
5/25/18,17666,18321.038,48339.2,41540,6799.2,0,3217.01,50359.679,49603.2,69227.68,2368,7326.71,0,0,0,6126.71,178125.04,86680.04,5005.36,11216.43,74044.64,1178.57,1000
5/26/18,18424,26803.2,0,0,0,0,1202.3,62684.02,0,0,2048,2876,0,0,0,2876,166318.62,72230.23,6813.4,0,74799.11,12475.9,392
5/27/18,13992,0,0,0,0,0,731.55,29042.019,0,0,576,0,0,0,0,0,194523.21,34283.93,0,102767.86,52620.54,4850.9,0
5/28/18,12512,0,4616,2788,1828,0,533.15,43135.61,0,12383.93,3008,2256.21,0,0,0,2256.21,307550.14,127054.24,2285.71,132503.93,12625,33081.26,0
5/29/18,14463,0,16073.6,11252,4821.6,0,1140.79,48382.08,0,46656.25,2440,4204,0,0,0,4204,331226.52,181608.57,2598.21,109728.22,34497.77,2793.75,92
5/30/18,16194.4,37027.2,30259.2,26374.4,2404.8,1480,567.93,56227.21,39938.4,94160.71,3328,708,0,0,0,708,308122.68,179142.77,4158.04,58511.61,66310.27,0,2054.4
5/31/18,13056,0,8750.4,6976,1774.4,0,2820.21,64018.009,7493.84,26607.14,960,2553.01,0,0,0,2553.01,274531.8,95692.41,4158.04,132790.29,37776.79,4114.29,1332
6/1/18,10524,0,3045.6,2612,433.6,0,2772.14,28326.16,0,13392.85,1280,8387.96,0,0,0,3187.96,122858.02,66070.41,14282.14,13489.39,19968.75,9047.33,0
6/2/18,13460,18712.8,0,0,0,0,800.35,75462.4,24151.2,0,1920,985.2,0,0,0,35.2,150502.23,65352.24,13843.75,22571.43,40808.04,6976.78,0
6/3/18,6552,0,0,0,0,0,937.95,20364,0,0,960,1554.4,0,0,0,1554.4,88447.37,54779.51,2877.68,13928.57,10169.64,6691.97,288
6/4/18,12356,0,60718.4,45624,11614.4,3480,318.75,32009.999,0,130044.64,2432,1116,0,0,0,1116,213443.46,106733.53,9434.03,72973.21,18937.5,5365.18,1292
6/5/18,15968,0,7308.8,6160,1148.8,0,1799.03,56048.818,0,9080.35,2880,1200,0,0,0,0,317973.98,226038.08,28825.89,17825.18,37049.11,8235.71,288
6/6/18,17378,37502.4,53920.8,39496,14424.8,0,1558.68,41937.76,101186.4,64667.86,2992,120,0,0,0,120,319761.52,215094.55,26899.11,21647.32,35727.68,20392.86,853.6
6/7/18,15800,0,42704,32036,9804,864,2100.97,52819.679,89309.599,72451.79,4400,2128,0,0,0,2128,333867.71,225401.1,11028.57,67888.22,20424.11,9125.72,328
6/8/18,12091,0,37724.8,30120,6864.8,740,2076.14,57732.889,0,73687.5,1600,2852,0,0,0,2052,151233.27,81756.92,4601.34,29138.39,26955.36,7981.25,0
6/9/18,12559,0,0,0,0,0,4021.11,54764.53,10789.6,0,2880,0,0,0,0,0,179362.46,110430.76,14834.37,25165.18,14750,14182.14,1276
6/10/18,15540,0,0,0,0,0,1033.08,30391.039,0,0,640,576.1,0,0,0,576.1,146250.89,47721.43,1778.13,1366.07,90020.09,5365.18,0
6/11/18,14276,21122.4,5292,4020,1272,0,1966.26,51099.529,8462.4,13821.42,2800,0,0,0,0,0,257957.83,171185.6,15546.43,53320.89,12872.77,5032.14,750
6/12/18,14744,0,29227.2,24340,4887.2,0,3700.28,57197.439,107970.399,116494.64,2240,4364,0,0,0,3164,318818.29,187949.53,9628.57,91294.64,24049.11,5896.43,1092
6/13/18,23726,36289.6,40964.8,35436,5528.8,0,2510.85,57619.359,280,95919.64,2000,952,0,0,0,952,363788.66,267754.91,10968.75,1615,40111.61,43338.39,1912
6/14/18,16139,18040,15700,12880,560,2260,1681.81,97141.039,0,38348.21,3744,4583.2,0,0,0,4583.2,308534.92,260103.67,9316.07,8526.79,25959.82,4628.57,930.4
6/15/18,17748,40480,0,0,0,0,2228.21,65264.08,0,0,3520,4508,0,0,0,4508,178815.58,83142.01,2654.91,1995,84712.05,6311.6,123.2
6/16/18,20227,24068.8,0,0,0,0,1221.01,73089.28,0,0,4792,2899.95,0,0,0,2899.95,243574.11,169706.7,5006.69,0,60638.39,8222.32,0
6/17/18,19952,0,0,0,0,0,2641.59,80064.25,0,0,1856,5743.36,0,0,0,5743.36,190633.57,71358.13,3524.1,0,108997.77,6753.57,236
6/18/18,16563,35293.6,0,0,0,0,1190.33,72368.399,0,4910.71,2568,526.4,0,0,0,526.4,256280.86,193889.73,33238.53,0,25237.95,3914.64,1146.4
6/19/18,18955,0,0,0,0,0,984.56,90045.5,0,0,2240,4356.9,0,0,0,4356.9,282087.59,184365.27,33750.9,0,56512.5,2787.11,208
6/20/18,17852,34326.8,0,0,0,0,636.73,79824.718,0,0,1808,2522.73,0,0,0,0,258051.62,174134.51,24938.39,0,40318.75,15879.96,1398.4
6/21/18,20086,0,0,0,0,0,1783.41,85180.959,0,0,1984,8884,0,0,0,8884,193691.61,92344.29,11675.89,0,86025,3646.43,352
6/22/18,11471,0,0,0,0,0,733.11,49037.76,0,0,2304,1600,0,0,0,1600,110458.5,45020.09,30050.91,0,30758.93,4628.57,0
6/23/18,13232,30180.8,0,0,0,0,337.95,29137.839,0,0,1408,4680,0,0,0,4680,122324.66,34733.95,37216.61,0,42433.04,7941.07,0
6/24/18,15650.2,25405.6,0,0,0,0,886.75,17838.229,0,0,640,0,0,0,0,0,148994.85,35898.17,11316.32,28174.11,68620.54,4985.71,228
6/25/18,11340,0,0,0,0,0,1003.93,28761.51,0,0,3200,168,0,0,0,168,156952.53,119953.81,20173.72,1160.71,8812.5,6851.78,0
6/26/18,16815,0,0,0,0,0,1207.48,54366.188,72361.6,0,2736,1534.5,0,0,0,1534.5,230710.31,178095.36,20258.71,0,25821.43,6534.82,723.2
6/27/18,14458,24562.4,0,0,0,0,2006.23,36325.839,0,0,960,3700.86,0,0,0,1205.86,190618.64,137589.7,13537.5,0,30345.54,6650.89,1483.2
6/28/18,20904.2,0,0,0,0,0,2240.59,56961.59,0,0,2240,9546.4,0,0,0,9546.4,187847.45,74296.55,11934.82,0,94041.07,7575,912
6/29/18,18731,0,0,0,0,0,1683.48,33369.26,0,0,2976,6578,0,0,0,6578,182354.46,76996.16,48360.72,0,45609.29,11388.28,0
6/30/18,20412,53259.2,0,0,0,0,656.8,36152.79,0,0,3200,2240.8,0,0,0,2240.8,264129.86,124782.1,73513.84,0,49346.43,16487.5,1894
7/1/18,13680,0,0,0,0,0,1456.24,25499.99,0,0,0,3472,0,0,0,3472,119496.86,13262.63,28665.47,7833.93,65106.25,4628.57,388
7/2/18,9568,24106.4,0,0,0,0,432.42,23925.599,0,0,0,4839,0,0,0,4839,119878.59,31525.67,21667.21,45050,26243.75,0,884
7/3/18,11336,0,0,0,0,0,545.11,23669.84,0,0,0,3813.6,0,0,0,2313.6,165152.63,29754.46,31169.59,67565.18,30066.96,5096.43,0
7/4/18,10752,35074.4,0,0,0,0,745.46,39663.21,0,0,0,0,0,0,0,0,159990.96,31579.51,19682.88,75247.32,19058.04,14423.21,0
7/5/18,9180,0,0,0,0,0,809.34,29357.909,0,0,960,416,0,0,0,416,129580.05,12406.83,17687.5,75095.54,18056.25,6333.93,472
7/6/18,11492,0,0,0,0,0,749.98,19184.57,0,0,1280,2676.68,0,0,0,2676.68,144890.38,10753.2,14639.85,75095.54,35764.29,8637.5,836
7/7/18,14900,32284.8,0,0,0,0,756.24,21552.81,0,0,960,2828,0,0,0,2828,160706.26,13672.32,12747.32,75095.54,44833.04,14358.03,564
7/8/18,15511,0,0,0,0,0,920.38,18549.6,0,0,0,5885,0,0,0,5885,166456.03,1286.38,9788.39,75095.54,74628.57,5657.14,0
7/9/18,9340,25424.8,0,0,0,0,690.78,32928.55,0,0,1280,936,0,0,0,936,116526.22,17740.5,16062.5,53926.79,21495.54,7300.9,208
7/10/18,11464,0,0,0,0,0,636.31,20939.6,0,0,480,182.36,0,0,0,182.36,121312.5,16546.43,16546.43,28243.75,49764.29,10211.61,568
7/11/18,28816,31169.6,0,0,0,0,809.15,27507.21,0,0,640,7558.4,0,0,0,7558.4,133274.95,26596.38,5244.64,0,99347.32,8738.39,436
7/12/18,11516,280,0,0,0,0,839.13,40521.029,0,0,896,0,0,0,0,0,99554.65,21222.5,5275,0,66069.64,6987.5,832
7/13/18,12292,0,0,0,0,0,469.95,19253.199,0,0,1280,1243.2,0,0,0,1243.2,105326.07,15932.32,7948.22,0,73721.43,7724.1,0
7/14/18,10920,35218.4,0,0,0,0,205.18,22186.39,0,0,1280,1062.5,0,0,0,1062.5,93536.79,10426.96,11166.97,0,63500,8442.85,0
7/15/18,14224,19546.4,0,0,0,0,661.88,20347.61,0,0,768,0,0,0,0,0,102682.15,3816.96,5633.93,0,86641.07,6590.18,236
7/16/18,7980,0,0,0,0,0,25.67,20769.44,0,0,640,3164.71,0,0,0,3164.71,53769.21,10978.38,4311.36,0,36840.18,1639.28,0
7/17/18,10780,0,0,0,0,0,409.18,37929.359,0,0,960,7751,0,0,0,7751,79870,14068.21,5480.36,0,52548.21,7773.21,0
7/18/18,11056,24180,0,0,0,0,296.8,26772.32,0,0,640,2596,0,0,0,2596,109345.39,29904.1,34583.25,0,38772.32,6085.71,208
7/19/18,21864,0,0,0,0,0,0,43783.989,0,0,4160,0,0,0,0,0,213353.34,81347.55,22207.58,0,98109.82,11688.39,0
7/20/18,9056,0,0,0,0,0,2023.37,24352.009,0,0,3904,3547.2,0,0,0,3547.2,77182.75,21741.1,15825.56,0,27191.07,12425,0
7/21/18,9492,32355.2,0,0,0,0,547.55,25091.509,0,0,3200,0,0,0,0,0,83455.97,25197.03,18051.78,0,27826.79,12380.35,0
7/22/18,14672,0,0,0,0,0,1190.33,32288.799,0,0,704,4872,0,0,0,4872,114868.93,23319.82,7341.96,0,78550,5657.14,0
7/23/18,8978,27124.8,0,0,0,0,1101.15,13915.6,0,0,5120,2034.5,0,0,0,2034.5,75689.6,27327.99,12646.43,0,28352.68,7362.5,0
7/24/18,9996,0,0,0,0,0,818.37,36982.48,0,0,1280,1284,0,0,0,1284,85165.28,22246.08,8657.14,0,44975.45,9286.6,524
7/25/18,9940,26315.2,0,0,0,0,492.29,23635.678,0,0,3200,2696,0,0,0,2696,81181.32,23261.95,7502.86,0,41982.59,8433.93,453.2
7/26/18,14791,0,0,0,0,0,63.2,32293.68,0,0,1920,4462.71,0,0,0,4462.71,116356.25,15906.6,14250.53,0,78095.54,8103.57,698
7/27/18,9295,0,0,0,0,0,931.93,15516.16,0,0,4080,1404,0,0,0,1404,72839.18,13945.87,26669.2,0,18790.18,13433.93,260
7/28/18,10404,24524.8,0,0,0,0,756.35,21458.559,0,0,3456,448,0,0,0,448,91181.19,17385.71,20632.97,1282.14,38290.18,13590.18,0
7/29/18,13380,0,0,0,0,0,1410.68,17201.99,0,0,3824,1357.5,0,0,0,562.5,122807.72,28360.32,29832.75,5324.11,50330.36,8165.18,780.8
7/30/18,13547,0,0,0,0,0,607.9,28495.999,0,0,5504,2945.36,0,0,0,2945.36,137209.96,60923.13,58639.52,5324.11,992.86,11330.36,1480
7/31/18,14552,0,0,0,0,0,1267.03,30818.159,0,0,4800,1932,0,0,0,1932,166530.04,50807.56,66205.96,4041.96,31313.84,14160.72,0
8/1/18,16808,36367.2,0,0,0,0,1202.26,37659.039,0,0,4160,2566.96,0,0,0,2566.96,186040.25,88409.1,45595.87,4041.96,35157.59,12835.71,208
8/2/18,13964,0,0,0,0,0,875.1,34009.359,0,0,3840,5671.96,0,0,0,5671.96,154069.62,83006.74,47732.53,4041.96,3814.29,15474.1,0
8/3/18,15012,0,0,0,0,0,837.22,32693.689,0,0,1920,4401.36,0,0,0,4401.36,133712.65,48777.28,25350.89,0,50115.63,9468.85,270.4
8/4/18,22198,51953.6,0,0,0,0,1503.97,31817.439,0,0,3840,3076.28,0,0,0,3076.28,158740.9,38132.79,35585.34,0,71316.52,13706.25,180
8/5/18,13408,0,0,0,0,0,1587.51,45007.189,0,0,880,0,0,0,0,0,106239.51,12934.65,13423.84,0,71822.1,8058.93,0
8/6/18,6804,28274.4,0,0,0,0,681.15,28982.559,0,0,640,1764,0,0,0,1764,60794.29,20497.32,7380,0,23303.57,9613.39,0
8/7/18,13056,19736.8,0,0,0,0,139.55,27657.36,0,0,1664,7980,0,0,0,7980,136174.54,49367.88,11965.31,0,65435.27,9406.08,128
8/8/18,19052,25851.2,0,0,0,0,502.37,55428.48,0,0,320,9796,0,0,0,9796,171047.04,36855.52,17825,0,105195.09,11171.42,236
8/9/18,16780,0,0,0,0,0,246.53,48455.599,0,0,2688,6922.5,0,0,0,6922.5,147164.27,34930.99,29791.85,0,70496.43,11945,0
8/10/18,19783,0,0,0,0,0,759.86,57821.28,0,0,5504,4475.24,0,0,0,3525.24,200382.24,74926.17,68500.35,0,43062.5,12943.21,0
8/11/18,21456,15521.6,0,0,0,0,2149.25,78182.168,0,0,3840,1482.5,0,0,0,1482.5,211649.01,89015.5,41030.12,0,63383.74,18219.65,0
8/12/18,17426,22532,0,0,0,0,1723.83,44841.538,0,0,160,2016.43,0,0,0,2016.43,154790.79,50610.61,14178.57,0,82458.74,7542.85,364
8/13/18,10899,0,0,0,0,0,157.57,32967.21,0,0,3664,1059.41,0,0,0,1059.41,164435.79,111453.62,24538.97,0,19395.54,9047.68,0
8/14/18,18668,12320,0,0,0,0,2539.9,48189.37,0,0,3520,6758.93,0,0,0,6758.93,276281.56,171464.45,38414.43,0,56575.89,9826.79,832
8/15/18,18360,37406.4,0,0,0,0,1497.57,61719.199,0,0,3200,1671.2,0,0,0,1671.2,275391.75,167915.68,51822.5,0,41585.71,14067.85,886
