Date,258_0_RV,259_0_RV,260_0_RV,260_1038_RV,260_1039_RV,260_1040_RV,261_0_RV,265_0_RV,266_0_RV,269_0_RV,270_0_RV,273_0_RV,273_278_RV,273_279_RV,273_280_RV,273_281_RV,50_0_RV,50_224_RV,50_225_RV,50_226_RV,50_227_RV,50_228_RV,854_0_RV
10/1/17,9071,0,1024,768,256,0,3100.87,45685.589,0,17345.45,2304,239.2,0,0,0,239.2,72536.02,30898.74,24689.09,0,8709.09,8239.09,264
10/2/17,5032,36678.4,0,0,0,0,2784,54721.928,0,0,1280,3657.75,0,0,0,3657.75,73188.87,49510.68,17180,2381.82,0,4116.36,304
10/3/17,9640,45088.228,1720,1640,80,0,1165.39,72327.279,25306.4,4500,4160,100.8,0,0,0,100.8,129937.54,75799.35,45230.91,2381.82,909.09,5616.36,874.4
10/4/17,10891.2,73032.239,1994.4,1640,354.4,0,1676.52,86435.199,920,29027.27,2560,946.18,0,0,0,946.18,152080.63,99987.9,27426.36,1463.64,19086.36,4116.36,663.2
10/5/17,7428,30141.199,2644.8,1596,1048.8,0,940.17,64481.268,0,23918.18,2944,76,0,0,0,76,74220.21,35669.3,25107.27,3663.64,0,9780,484
10/6/17,17755.2,44149.639,504,448,56,0,734.78,67470.389,0,2800,4800,2476.82,0,0,0,1081.82,140083.49,70341.35,54862.14,2200,0,10044.63,1502
10/7/17,22054,40992.8,0,0,0,0,2019.3,104074.399,9186,3200,128,239.2,0,0,0,239.2,177979.27,97493.36,64271.82,4777.27,0,11436.81,1352
10/8/17,9252,0,0,0,0,0,3776.87,28191.21,0,0,8960,0,0,0,0,0,87324.67,35901.94,22838.18,23118.18,0,5466.36,0
10/9/17,16984,14157.44,36808,35096,1712,0,1555.3,64403.2,6818.4,105909.09,3520,486.2,0,0,0,486.2,252213.32,127207.87,13730,88500,18177.27,4598.18,907.2
10/10/17,15777,35437.37,7806.4,6612,994.4,200,2459.83,69389.118,6632.8,60818.19,4160,0,0,0,0,0,214758.25,143510.98,23893.64,13932.73,29186.36,4234.54,1246.4
10/11/17,16897,49941.599,9712,8064,1648,0,2559.83,89484.797,39988,43689.99,4576,1856,0,0,0,1856,229642.18,169662.18,18814.55,6345.45,29758.18,5061.81,1455.2
10/12/17,13104,55467.199,8019.2,5576,2443.2,0,2312.52,92121.43,31377.6,28590.91,5040,2367.2,0,0,0,2367.2,161284.24,112854.23,21460,10031.81,11085.45,5852.72,1074.4
10/13/17,13156,43412.49,1720,1640,80,0,1886.96,98659.198,0,3363.64,5952,2708,0,0,0,1508,128815.37,91846.27,19452.73,4431.82,0,13084.54,3237.6
10/14/17,23282,63329.449,0,0,0,0,2112.87,112380.807,106945.6,0,6656,1800,0,0,0,3000,207968.54,152430.37,40562.73,2954.55,0,12020.91,160
10/15/17,6780,8091.93,0,0,0,0,4251.65,48413.589,0,0,1728,0,0,0,0,0,77107.94,54487.94,7162.73,4600,0,10857.27,592
10/16/17,17118.4,29172.789,18748,17876,872,0,1425.57,50329.219,0,46254.55,1600,1084,0,0,0,1084,254405.84,176534.93,15448.18,33968.18,18672.73,8426.09,847.2
10/17/17,19672.8,90988.969,33720,32096,1424,200,1645.22,82767.219,242682.4,101254.55,3840,1052,0,0,0,1052,413706.22,300149.41,41971.82,48795.91,18672.73,4116.36,3848
10/18/17,20924,52052.637,72584.8,68991.2,3593.6,0,3829.57,77348.797,22602.8,214763.64,4160,281.2,0,0,0,0,447238.82,344104.28,24868.18,59777.27,11009.09,7480,1437.6
10/19/17,21180,73530.937,56436,53412,2544,480,3591.41,106775.069,61918.4,172881.82,5312,3936,0,0,0,3936,460154.41,324108.96,22433.64,101227.27,2572.73,9811.81,2100.8
10/20/17,18129.6,112259.527,51084,48708,2376,0,4433.04,100217.769,81679.2,168590.91,2560,0,0,0,0,0,300731.46,126783.27,9436.36,157104.55,1936.36,5470.91,4180
10/21/17,17428,82386.97,45408,43296,2112,0,2983.03,118873.818,178039.2,146890.91,3840,79,0,0,0,79,222276.18,74268.91,5490.91,136372.73,0,6143.63,820
10/22/17,5992,0,37152,35424,1728,0,4941.22,49355.618,5946.4,129654.55,1104,0,0,0,0,0,61162.24,27550.41,9963.64,16495.45,3036.36,4116.36,0
10/23/17,13856,39904.7,12384,11808,576,0,457.22,65367.118,25195.2,42000,3968,44,0,0,0,0,254400.77,121627.23,29788.54,95253.64,2490.91,4240.45,1181.6
10/24/17,16356,32793.919,9460,9020,440,0,1950.09,85817.199,47519.2,68111.81,4416,412.8,0,0,0,412.8,314722.28,227330.46,52206.36,30150,0,5035.45,1008
10/25/17,19396,59138.879,27668,24116,3552,0,2901.57,90844.73,60350.4,75141.6,3200,55694.2,56715,0,0,0,361760.1,261406.93,41473.64,37418.18,9759.09,11702.26,898
10/26/17,15428.8,83072.659,41082.4,38672,2094.4,0,5480.87,106171.619,11204,121978.18,5936,0,0,0,0,0,266646.89,168330.28,47241.16,20963.64,22522.73,7589.09,1400.8
10/27/17,25673.6,68909.75,8731.2,7872,743.2,0,4153.39,112319.21,80198.4,61029.09,5120,4665.75,0,0,0,2265.75,221097.95,139564.31,20932.73,31936.36,8590.91,20073.63,656
10/28/17,26327,81914.799,18060,17220,840,0,1890.78,131668.399,94725.599,41522.73,7040,244,0,0,0,244,242594.26,184124.25,19494.54,11386.36,11845.45,15743.63,2031.2
10/29/17,11854,15621.6,0,0,0,0,4316.17,58675.75,0,0,1664,24.8,0,0,0,24.8,106094,62064,11080,15481.82,11845.45,5622.72,1174.4
10/30/17,13639.2,31839.898,43016,41136,1880,0,658.43,51661.588,1508.8,119659.09,2176,432.8,0,0,0,432.8,204280.7,109849.45,41103.97,18227.27,13990.91,21109.09,832
10/31/17,12344,55474.24,0,0,0,0,1041.74,73547.369,1990.4,7272.73,1792,1573.6,0,0,0,1573.6,179934.22,128181.74,56604.29,6837.27,1446.36,0,756
11/1/17,13812.8,61223.197,104890.4,93944,9026.4,1920,2025.39,103817.72,39161.6,199863.64,7264,2342,0,0,0,1392,241200.93,172122.2,52664.19,7968.18,1846.36,4566.72,1284
11/2/17,17440.8,178855.94,57304.719,39808,17496.719,0,3388.7,108946.55,338812,168910,8208,6460,0,0,0,0,268757.4,151134.98,52981.53,55604.55,0,8036.36,1316
11/3/17,23284,71963.117,8904,7712,0,1560,3115.3,111029.44,137199.2,42454.55,6592,3036,0,0,0,2436,268311.66,146727.56,25127.28,84895.45,0,10961.36,784
11/4/17,22119.8,113591.536,35776.87,24820.87,10956,0,1712.87,140053.21,144145.6,79090.91,9472,10.4,0,0,0,10.4,270117.1,185511.5,10484.23,60968.18,0,13153.18,1040
11/5/17,5656,7433.52,0,0,0,0,8862.96,63751.628,0,0,1088,0,0,0,0,0,71122.45,57853.37,3086.36,2009.09,0,8173.64,1400
11/6/17,10008,11929.588,8333.6,6504,1829.6,0,2699.65,75156.009,0,20054.54,2624,1280,0,0,0,80,166606.71,73818.99,42711.35,41241.82,0,7634.54,236
11/7/17,15880,70556.667,83114.4,65824,17290.4,0,2198.09,100290.63,209373.6,170454.54,7168,758.4,0,0,0,758.4,285487.08,159845.61,36102.36,90045.45,0,0,2420
11/8/17,20192,101721.069,24022.4,18711.2,5311.2,0,1437.04,116144.227,0,69743.63,8128,5664.4,0,0,0,714.4,364706.38,279678.27,54708.11,23077.27,872.73,5420,990.4
11/9/17,20637.4,104571.44,48064,41492,4152,2420,5434.96,107225.59,202952.799,116545.45,3200,128,0,0,0,128,360040.59,52996.04,0,298345.45,0,8699.08,312
11/10/17,15168.8,119327.05,67348.8,54076,12712.8,560,3629.57,109017.608,183281.6,161100,7040,4668,0,0,0,668,150787.8,72622.28,39352.8,22740.91,0,0,630.4
11/11/17,20436,179350.4,0,0,0,0,1300.52,138935.199,0,0,7040,0,0,0,0,0,199095,121943.14,54900.95,4400,0,17850.91,1564
11/12/17,5888,6686,0,0,0,0,4006.96,64856.239,0,0,1664,0,0,0,0,0,78697.32,39282.82,22354.51,7690.91,0,9369.09,243.6
11/13/17,13348,33155.8,35654.4,28524,5250.4,1880,1636.87,66443.189,56898.4,67272.73,3072,380,0,0,0,380,214208.68,159643.23,15887.27,30027.27,0,8650.91,1164
11/14/17,19228.8,88268.71,87968.8,62348,14000.8,11620,2638.61,97849.108,103129.6,183679.09,1920,1052,0,0,0,1052,382274.18,294945.09,7322.72,72005.46,0,8000.91,756
11/15/17,18720,76837.909,61650.4,52560,7370.4,1720,1528,113868,28884.8,154363.63,1520,394.4,0,0,0,394.4,351813.1,192630.82,13798.18,137090.91,0,8293.19,1432
11/16/17,18180,137071.198,98305.6,70940,7625.6,19740,3142.43,124366.238,7134.4,177980,4576,0,0,0,0,0,294584.06,144390.89,16870.9,111041.82,3975.45,18305,1216
11/17/17,24051,193611.688,77593.6,55216,4365.6,18012,3330.26,137634.409,403695.199,142320,7992,9416.91,0,0,0,616.91,238022.36,175322.82,20068.18,17427.27,0,25204.09,384
11/18/17,29580,216371.367,3800,2788,812,200,2087.48,161664.399,188381.6,6954.55,11712,6.4,0,0,0,6.4,293607.07,225121.61,37689.1,4613.64,0,26182.73,1812
11/19/17,7176,21711.68,2924,2788,136,0,6465.22,63409.209,0,6954.55,1856,0,0,0,0,0,92855.45,50044.54,5132.73,28113.64,0,9564.54,228
11/20/17,16048,66482.319,68146.4,56848,3698.4,7600,635.65,67402,191074.4,166336.36,3120,492,0,0,0,492,336485.95,153253.23,6458.18,169690.91,0,7083.64,1036
11/21/17,16108.8,141215.52,100666.4,85024,9642.4,6000,3277.22,106666.849,198081.599,189563.64,4608,304,0,0,0,304,339848.3,226740.58,20277.27,78168.18,0,14662.27,359.2
11/22/17,18157.6,174216.689,21784,17200,4584,0,2765.39,111363.61,163027.2,67190.91,6992,487.2,0,0,0,487.2,382641.63,257660.73,24361.82,91936.36,0,8682.73,2260
11/23/17,16876,255768.638,56043.2,45748,6695.2,3600,5102.78,122945.61,168751.2,118718.19,5184,5416.5,0,0,0,5416.5,319275.24,208416.6,17753.63,74490.91,0,18614.09,2500
11/24/17,25816,267553.84,65652,49068,13012,3500,2513.04,135339.599,478231.2,120345.45,6528,13293.6,0,0,0,473.6,289364.53,208789.62,24464.55,38468.18,0,15942.18,2356
11/25/17,27612,320660.87,7094.4,6024,1070.4,0,5828,169330.397,104394.4,7636.36,6848,75,0,0,0,75,290819.87,208108.96,20155.46,47259.09,0,15296.36,2668
11/26/17,8126,31363.52,4691.2,4140,551.2,0,9678.33,78211.2,2924.8,7636.36,1600,0,0,0,0,0,91355.82,70117.63,5387.27,9363.64,0,6487.27,1064.8
11/27/17,16660,79450.729,4933.6,1640,3293.6,0,762.02,79475.69,60380.8,9000,5552,628,0,0,0,628,316608.46,180065.73,15760,118545.45,0,2237.28,2084.8
11/28/17,18424,143115.908,87794.4,73884,10310.4,2640,4151.65,132408.45,161863.2,192837.27,8576,1332,0,0,0,152,377974.59,172898.69,13770,179245.45,0,10880.45,1988
11/29/17,16184,154594.63,72876.8,60612,9384.8,2880,5408.7,131852.159,9717.6,168163.63,5568,568,0,0,0,568,297739.13,177112.31,25599.09,85118.18,0,9909.55,1396
11/30/17,16656,265528.559,63700,50512,9588,3600,2919.3,132634.789,305699.2,175550.91,6208,4351.2,0,0,0,351.2,262746.55,211319.27,13778.18,24190.91,4211.82,7286.81,188
12/1/17,29352,356615.19,61348.8,47612,4376.8,9360,2867.65,156290.81,582687.21,136007.49,9536,4006.4,0,0,0,6.4,329338.64,278739.56,18510.91,7340.91,1296.36,16862.44,2580
12/2/17,26742,318092.749,37371.2,30916,5055.2,1400,4796.7,177312.798,302071.989,4976.15,9536,8518.4,0,0,0,518.4,313982.09,237368.46,40684.55,6231.82,1296.36,28400.91,3752.8
12/3/17,7976,84969.36,0,0,0,0,3789.04,82946.069,195405.92,0,3584,0,0,0,0,0,88196.36,53922.73,20085.45,0,1155.45,13032.73,716
12/4/17,12660,167928,165520.88,94550.4,50146.48,20824,1384.87,110066.019,28040.28,39400,4832,53776,53360,0,0,1216,224279.31,153846.12,23973.19,32890.91,8278.18,5290.91,1790.4
12/5/17,18576,225813.028,121689.28,81546.4,31966.88,8176,2003.3,131045.279,79527.899,212989.09,3456,594.4,0,0,0,594.4,371351.1,235737.91,35870.91,96336.36,0,3405.91,1152.4
12/6/17,18933,232284.958,67848.8,58153.2,7235.6,2460,4379.3,153031.83,63753.6,161852.73,5776,509.6,0,0,0,509.6,349940.89,196621.35,16751.81,126613.64,0,9954.09,952
12/7/17,19654.8,306589.828,84486.4,69152,9654.4,5680,3330.78,151318.809,242599.199,199545.45,6848,18320,15000,0,0,120,308060.73,221428.46,12672.73,59359.09,0,14600.46,844
12/8/17,27020,305283.477,80346.4,59764,16282.4,4300,4412.7,168453.589,256833.599,168995.45,12320,13610.18,0,0,0,870.18,301491.5,185014.23,31060,63413.64,963.64,17831.82,1236
12/9/17,28577,376890.256,9853.6,9412,441.6,0,4320.35,196685.999,122255.199,13181.82,10368,1256.09,0,0,0,0,289925.11,185413.76,34600,55240.91,0,14080.45,1445.6
12/10/17,4876,120695.04,12677.6,9600,3017.6,60,9341.91,130365.999,28564.8,11818.18,896,0,0,0,0,0,47075.82,34251.27,2196.36,1736.36,0,8891.82,660.8
12/11/17,14365.8,172777.589,53977.6,49368,4609.6,0,575.3,123344.4,135201.6,95154.55,4160,228,0,0,0,228,231116.87,101347.78,7281.82,107695.45,0,14791.82,444
12/12/17,17760,226253.498,12563.2,372,11151.2,1040,1103.48,167643.83,234753.6,46363.64,4480,0,0,0,0,0,378395.55,171428.01,19563.63,146695.45,0,40708.45,936
12/13/17,25940,273341.61,123940,99348,24064,528,2868.7,173515.637,77691.199,286027.27,8992,183.24,0,0,0,2583.24,365925.55,181803.19,15870.91,155986.36,0,12265.09,368
12/14/17,22974,313799.206,62205.6,44464,17801.6,0,5176.17,146279.689,527948.31,83381.82,4400,806,0,0,0,856,363687.09,168187.09,16369.1,149436.36,10718.18,14760.91,3970.8
12/15/17,23184,298298.308,60580.8,42028,17457.6,1095.2,3984.7,169519.608,157356,37436.36,5904,0,0,0,0,0,205904.19,136757.79,36523.21,4227.27,9527.27,18868.64,1481.2
12/16/17,21073,330026.728,0,0,0,0,6905.63,195586.399,189140,4090.91,6656,4990,0,0,0,0,185816.76,118612.09,41636.04,1622.73,5954.55,17001.37,1933.6
12/17/17,7212,126187.819,0,0,0,0,2624.63,121193.61,0,0,2880,4800,0,0,0,0,56476.64,26879.37,13019.09,0,0,11778.18,1012
12/18/17,18190,168082.188,30182.4,23004,5618.4,1560,494.43,144785.41,1076.8,79690.91,3968,10165,0,0,0,380,126658.64,81319.73,32415.27,0,0,11138.64,2792
12/19/17,14000.8,213215.997,11353.6,9652,1701.6,0,2904.17,144106.799,34080,41472.73,5376,3001,0,0,0,456,145266.96,87080.13,44281.82,0,0,11015.45,1368
12/20/17,12045.2,202646.579,672.8,0,1642.4,0,3097.39,153148.709,10057.84,30181.82,3344,9324.95,0,0,0,2544.95,105405.23,63207.96,25284.55,0,0,10132.73,652
12/21/17,13434,193273.519,3700,3588,112,0,2510.61,155878.089,100128.8,18036.36,1984,276,0,0,0,276,81434.36,30610.72,39359.09,0,0,11464.54,288
12/22/17,12228,138215.358,0,0,0,0,1990.26,149887.919,0,0,2656,380,0,0,0,380,78694.5,33927.28,34459.51,0,0,10307.73,400
12/23/17,12035,0,0,0,0,0,1404.87,155678.4,156.52,0,0,2000,0,0,0,0,50955.78,15167.62,25298.62,0,0,8489.55,176
12/24/17,6484,0,0,0,0,0,850.43,45692,229.57,0,0,0,0,0,0,0,53993.18,15790.93,29545.89,0,0,8656.37,0
12/25/17,4575,0,0,0,0,0,957.22,0,0,0,0,0,0,0,0,0,34523.94,12392.16,15208.15,0,0,6923.64,380
12/26/17,9776,0,0,0,0,0,165.22,58137.199,0,0,0,0,0,0,0,0,74280,16376.38,20611.82,0,28681.82,8610,0
12/27/17,11504,38862.958,0,0,0,0,2074.26,90193.99,0,0,0,168.8,0,0,0,168.8,85712.68,13685.4,49285.45,0,12654.55,10087.27,1756
12/28/17,8552,36679.47,0,0,0,0,677.57,102956.4,0,0,0,2400,0,0,0,1800,75752,23011.99,42342.73,0,0,9797.28,849.6
12/29/17,10780,48468.638,0,0,0,0,1648,110108.4,0,0,0,1076,0,0,0,76,83479.5,39349.95,26243.64,0,0,16885.91,476
12/30/17,10276,62867.528,0,0,0,0,678.43,96435.27,0,0,0,239.2,0,0,0,239.2,82978.78,52197.41,21048.18,0,0,9733.18,1872
12/31/17,16290,103457.508,0,0,0,0,1509.22,103997.2,0,0,0,0,0,0,0,0,144772.93,110467.47,16940,0,0,17365.46,0
1/1/18,4940,0,0,0,0,0,1649.22,17446.4,0,0,320,0,0,0,0,0,38804.35,21328.45,10135.72,0,0,7340.18,0
1/2/18,6608,10939.2,0,0,0,0,817.67,45199.599,0,0,1408,0,0,0,0,0,60654.21,28364.56,13092.32,0,10580.36,8616.96,324
1/3/18,6636,21626.227,0,0,0,0,309.57,69054.399,0,0,2384,0,0,0,0,0,74304.81,40712.19,14354.46,1205.36,10258.93,7773.86,1272
1/4/18,10744,20558.37,5732,5476,256,0,438.96,83107.198,166679.2,47978.57,2448,1145.36,0,0,0,1145.36,147186.88,45934.2,17072.32,71295.54,1808.04,11076.78,470.4
1/5/18,9355,44384.319,55268,52708,2560,0,880.35,92347.609,142346.4,151117.86,4096,4000,0,0,0,0,87609.23,48928.96,13359.82,3633.93,0,21686.53,156
1/6/18,9052,27192.107,0,0,0,0,1177.22,110871.75,144128.31,0,5120,1500,0,0,0,0,65374.74,34955.88,14909.04,0,0,14402.68,196
1/7/18,4908,0,31754.4,22040,7594.4,2120,1396,62878.96,0,15446.43,960,1595,0,0,0,0,48903.51,23497.79,12416.97,1258.93,0,10134.82,552
1/8/18,9928,30416.479,23803.2,20720,2107.2,976,1724,50952.79,124382.4,45837.5,2880,106,0,0,0,106,154645.14,73680.18,38719.43,34620.54,0,7625,1965.84
1/9/18,13509.8,24939.517,38132,34915.2,1136.8,2080,1834.61,89103.83,173358.4,56396.43,2304,76,0,0,0,76,195763.08,110222.75,36664.97,33598.21,5741.07,9536.07,1030
1/10/18,16456,66583.928,20524,18792,1732,0,3654.96,87232.399,36481.6,52848.21,3440,540.8,0,0,0,540.8,252988.91,136304.98,51593.75,55169.64,0,9920.53,758.4
1/11/18,14764,23646.58,26197.44,19452,6269.44,476,3777.04,110782.318,20904.8,50642.86,4992,17868.25,15000,0,0,928.25,204290.43,94311.22,40046.36,61316.96,0,6675.89,600
1/12/18,16352,41922.629,15979.2,12428,3551.2,0,1386.78,98154.06,46300.148,35621.43,6464,1062.5,0,0,0,1062.5,142462.67,77289.04,38056.66,15392.86,0,11724.1,924
1/13/18,15448.2,40889.999,519.2,0,519.2,0,3396.7,132076.559,16857.6,0,5248,1379.46,0,0,0,1379.46,129750.36,82855.41,29849.41,4410.71,0,12634.82,1720
1/14/18,8456,0,553.6,0,553.6,0,2415.65,58047.06,23234.4,15446.43,768,0,0,0,0,0,59053.45,32991.84,20751.78,0,0,5309.82,1128
1/15/18,9724,12345.92,5270.4,4740,530.4,0,354.43,60566.809,43.2,25728.57,2368,517.6,0,0,0,517.6,156040.31,109465.74,25071.54,12100,0,9403.03,780.8
1/16/18,15928,35235.45,65545.6,48884,12840,3821.6,1517.22,81384.629,76695.2,140625,3712,817.93,0,0,0,817.93,256953.62,188125.78,20748.22,38089.29,0,5806.95,652
1/17/18,19396.2,26848.4,13292,10164,3128,0,1804,98875.24,105331.2,86202.68,4800,76,0,0,0,76,304333.74,183723.03,36833.93,76727.68,0,7049.11,2976
1/18/18,12390.6,33904.639,47610.4,35156,6874.4,5580,1983.13,102705.4,44145.8,133085.72,3520,400,0,0,0,400,167953.41,113376.27,21549.21,15553.57,0,17474.35,160
1/19/18,13732,34174,8542.4,8268,274.4,0,1845.22,102558.149,0,12670.54,5760,0,0,0,0,0,118982.3,67353.65,36911.25,0,0,14717.41,1712
1/20/18,22552,62076.887,0,0,0,0,1529.04,130206.8,0,0,8320,1170.18,0,0,0,580.18,177032.16,114951.61,45174.93,0,0,16315.62,869.22
1/21/18,6172,0,0,0,0,0,3480.52,74192.46,30287.2,0,768,0,0,0,0,0,48627.66,27202.66,8352.67,6678.57,0,6393.75,45.57
1/22/18,12967,15668.56,15962.4,13984,1978.4,0,490.78,56893.439,0,30794.64,2048,304,0,0,0,304,208778.98,122500.64,21656.93,57325.9,0,7295.53,1020
1/23/18,19327.8,42495.19,26843.2,17356,1351.2,200,2027.58,91373.598,160364,49751.78,5152,2944,0,0,0,544,329030.5,200795.33,15037.5,99700.89,717.86,12778.93,1588
1/24/18,18035,49084.308,26591.2,25012,1579.2,0,1492,98657.609,0,71531.25,2128,380,0,0,0,380,289431.7,220653.66,23179.47,33180.36,0,12418.22,3584.8
1/25/18,14171.2,23811.399,54176.8,45640,5636.8,2900,5434.61,105013.289,121927.2,129014.29,4400,2181,0,0,0,2181,186868.65,133449.01,27191.29,16004.46,0,10223.89,496
1/26/18,18243,75434.416,11326.4,2904,2662.4,5760,2413.39,122506.01,205460.81,27901.78,4368,4608,0,0,0,608,166154.17,92470.28,46478.61,2405.36,7039.29,17760.62,2766
1/27/18,24040.8,55680.788,0,0,0,0,1965.57,154631.608,186904.8,0,7744,8038.4,0,0,0,38.4,200277.87,118504.48,59599.72,0,1233.04,20940.63,2402.4
1/28/18,9448,0,0,0,0,0,5761.91,63411.839,16835.2,0,1600,0,0,0,0,0,99652.74,53805.42,35641.07,0,0,10206.25,816
1/29/18,11900,20296.81,69364.8,64652,4712.8,0,1192,69686.16,0,174148.22,2496,304,0,0,0,304,198598.05,136971.22,32622.86,17526.79,0,11477.18,76
1/30/18,13368,35315.52,68939.999,61256,7683.999,0,2174.61,83019.2,0,170401.78,3824,240.8,0,0,0,240.8,218644.2,189012.23,16249.11,1540.18,0,11842.68,693.6
1/31/18,13108,19803.84,44884,28136,7828,8920,2758.78,78710.41,28360.8,116714.29,1856,11194,10000,0,0,304,216085.22,160368.08,17788.39,24094.11,0,12944.65,732
2/1/18,15896,45280.229,8396.8,7916,360.8,120,1759.65,102553.599,41271.2,17901.78,3200,2914.4,0,0,0,1014.4,272692.16,126680.7,24528.07,108004.46,0,11578.93,0
2/2/18,21676.6,61982.627,17401.6,13816,3185.6,400,2061.22,116445.609,264063.998,111714.28,5184,10736,0,0,0,536,258270.79,90792.23,33302.68,112994.64,6120.54,11260.72,0
2/3/18,19352,86590.568,0,0,0,0,2541.39,157111.68,80743.2,0,6400,2624,0,0,0,384,170334.34,108130.49,37923.66,6408.93,0,15631.25,516
2/4/18,7424,0,0,0,0,0,3693.91,59967.61,0,0,1920,260.54,0,0,0,260.54,91798.95,66497.16,4537.5,13775.89,0,6988.39,372
2/5/18,19641.8,12353.52,8600,8200,400,0,1848.87,76534.87,0,22614.28,2688,152,0,0,0,152,230416.23,163853.98,12791.25,42590.18,0,11180.82,1308
2/6/18,19291,49158.158,22792,18860,3932,0,1439.48,81135.2,62222.4,58141.08,3968,724,0,0,0,724,357518.89,216494.77,14918.75,111783.04,7227.68,7094.64,3058.4
2/7/18,20708,57344.077,54596.8,41668,10428.8,2500,2205.74,98489.839,105004,148660.71,4864,3032,0,0,0,3032,364152.16,242429.37,15312.5,73968.75,23420.53,4131.53,3277.2
2/8/18,17396,45799.289,57577.6,48556,7121.6,1900,4054.43,127587.448,86506.4,173191.08,4288,2769.75,0,0,0,2769.75,281654.54,198904.55,11422.32,54380.36,7450.89,9496.43,540
2/9/18,23280,75510.397,29640,24164,3776,1700,4745.22,115955.2,0,81380.36,6768,1745.75,0,0,0,1745.75,248993.93,207539.92,21276.79,5571.43,0,14605.8,1762.4
2/10/18,25000,81514.089,0,0,0,0,2972.87,140454.278,31148.8,0,7488,705.36,0,0,0,705.36,242371.55,205411.27,14535.71,3866.07,0,18558.48,1964
2/11/18,7448,15951.2,636.8,0,636.8,0,3295.65,73299.609,0,0,768,1000,0,0,0,1000,62328.79,33626.9,7973.32,3866.07,9383.93,7478.57,2673.2
2/12/18,10348,29489.118,42085.6,32592,2133.6,7360,1267.17,61715.589,90106.4,113385.71,960,1702.26,0,0,0,1702.26,142267.28,65239.72,34282.93,23359.82,11223.21,8161.6,768
2/13/18,20912,55096.809,44664,36124,8540,0,2571.83,99690.89,31252,61105.36,4400,1212.4,0,0,0,162.4,337974.11,64463.39,1026.79,262084.82,0,9349.1,1312
2/14/18,21448,66577.187,101036.8,73168,20828.8,7040,7031.06,107871.029,436893.6,215633.93,3216,1126,0,0,0,76,346498.75,42508.04,1416.07,288147.32,0,13377.32,276
2/15/18,8957,37676.239,61178.4,40568,20610.4,0,5091.27,109381.93,0,107902.14,3200,854.4,0,0,0,854.4,107474.73,60039.79,25051.9,10265.18,0,12117.86,2124
2/16/18,14050,63302.16,26315.2,22540,3655.2,120,603.55,105789.84,0,25883.94,4032,1890,0,0,0,940,133542.9,72846.68,46678.37,0,0,13067.85,0
2/17/18,15244,84029.64,0,0,0,0,2276.7,152206.159,0,0,5568,64,0,0,0,64,131244.04,61116.06,52766.36,0,0,17361.6,1564
2/18/18,4692,0,0,0,0,0,3238.64,50308.159,0,0,1280,0,0,0,0,0,44582.96,12872.32,22156.18,0,0,9554.46,0
2/19/18,7140,28101.36,11556,11268,288,0,360.8,61655.599,1420.8,31928.57,448,1313.36,0,0,0,1313.36,101450.51,46189.42,36876.26,11062.5,0,7322.32,472
2/20/18,10003,15203.999,10009.6,9352,657.6,0,872.38,95453.359,0,22071.42,3440,0,0,0,0,0,123047.23,69686.03,34399.5,6278.57,4910.71,6890.88,796
2/21/18,8772,20702.208,8990.4,6264,1526.4,1200,1547.86,83795.278,352.8,4464.29,1600,2779.2,0,0,0,879.2,104107.43,56303.9,25472.29,8776.79,0,11654.47,417.2
2/22/18,10988,32779.679,5084,4408,676,0,925.88,96918.328,0,8482.14,2416,436.68,0,0,0,436.68,109029.87,55306.58,26972.4,1361.61,14258.93,11130.35,480
2/23/18,17868,36521.009,160,160,0,0,822.71,108928.58,0,0,7232,1172.1,0,0,0,1172.1,142621.66,67188.33,58861,1361.61,0,15210.71,770.4
2/24/18,19264,72268.299,0,0,0,0,1533.66,121297.118,0,0,6848,2100,0,0,0,2100,152200.46,84733.82,49205.92,2531.25,0,15729.47,956
2/25/18,6664,0,0,0,0,0,2792.31,72896.32,0,0,1472,0,0,0,0,0,67506.07,31888.07,7458.2,14611.61,4556.25,8991.96,1701.2
2/26/18,8739,31921.04,8565.6,6852,1713.6,0,1028.8,74515.84,10456.8,16496.87,2544,308,0,0,0,308,113817.62,63247.97,22975,19839.29,0,7755.35,1224
2/27/18,9119,41272.309,4509.6,4108,401.6,0,3970.57,100887.998,8957.6,34196.43,4528,945,0,0,0,0,130464.79,107064.78,10694.64,1361.61,0,10393.75,1352
2/28/18,12156,25630.48,34297.6,26316,6781.6,1200,1966.4,104684.299,0,40651.78,4192,367.2,0,0,0,367.2,180280.01,138740.37,10179.46,17950.89,0,13409.28,1382.4
3/1/18,15116.2,37347.918,91052,75820,7032,8200,2287.83,122319.668,82000,258133.93,3280,364,0,0,0,364,220046.86,96558.1,22528.04,91196.43,0,9764.28,880
3/2/18,17277.6,49974.06,48487.2,42892,4075.2,1520,2339.19,108675.589,36740,133758.93,5184,2788,0,0,0,688,174681.76,68995.12,63687.63,18678.57,5081.25,16139.19,1028.8
3/3/18,17312.8,64407.75,24096,20008,2568,1520,5694.09,144560.14,0,62089.29,5120,1425,0,0,0,0,166913.47,49627.5,63645.78,28241.07,5152.68,18821.43,1138
3/4/18,6546,0,0,0,0,0,2409.5,76842.8,0,0,1792,643.2,0,0,0,643.2,62837.86,34304.82,14358.03,2696.43,3875,7603.57,0
